Configuration,Heuristic,Solved,Solution Depth,Nodes Expanded,Max Fringe Size,Branching Factor
"[1, 2, 3, 4, 5, 6, 7, 8, 0, 10, 11, 12, 9, 13, 14, 15]",h2      ,Solved ,             4,             5,               9,            1.71
"[1, 2, 3, 4, 5, 6, 7, 8, 0, 10, 11, 12, 9, 13, 14, 15]",h3      ,Solved ,             4,             5,               9,            1.71
"[1, 2, 3, 4, 5, 6, 7, 8, 0, 10, 11, 12, 9, 13, 14, 15]",h4      ,Solved ,             4,             5,               9,            1.71
"[1, 2, 3, 4, 5, 6, 7, 8, 0, 10, 11, 12, 9, 13, 14, 15]",h5      ,Solved ,             4,             5,               9,            1.71
"[1, 2, 3, 4, 5, 6, 7, 8, 9, 11, 0, 12, 13, 10, 14, 15]",h1      ,Solved ,             4,             5,              12,            1.71
"[1, 2, 3, 4, 5, 6, 7, 8, 9, 11, 0, 12, 13, 10, 14, 15]",h2      ,Solved ,             4,             5,              12,            1.71
"[1, 2, 3, 4, 5, 6, 7, 8, 9, 11, 0, 12, 13, 10, 14, 15]",h3      ,Solved ,             4,             5,              12,            1.71
"[1, 2, 3, 4, 5, 6, 7, 8, 9, 11, 0, 12, 13, 10, 14, 15]",h4      ,Solved ,             4,             5,              12,            1.71
"[1, 2, 3, 4, 5, 6, 7, 8, 9, 11, 0, 12, 13, 10, 14, 15]",h5      ,Solved ,             4,             5,              12,            1.71
"[1, 2, 3, 4, 5, 10, 6, 7, 9, 14, 11, 8, 13, 15, 12, 0]",h1      ,Solved ,             8,            10,              22,           1.389
"[1, 2, 3, 4, 5, 10, 6, 7, 9, 14, 11, 8, 13, 15, 12, 0]",h2      ,Solved ,             8,             9,              20,           1.369
"[1, 2, 3, 4, 5, 10, 6, 7, 9, 14, 11, 8, 13, 15, 12, 0]",h3      ,Solved ,             8,             9,              20,           1.369
"[1, 2, 3, 4, 5, 10, 6, 7, 9, 14, 11, 8, 13, 15, 12, 0]",h4      ,Solved ,             8,             9,              20,           1.369
"[1, 2, 3, 4, 5, 10, 6, 7, 9, 14, 11, 8, 13, 15, 12, 0]",h5      ,Solved ,             8,             9,              20,           1.369
"[1, 2, 3, 4, 6, 0, 7, 8, 5, 9, 11, 12, 13, 10, 14, 15]",h1      ,Solved ,             6,             7,              16,           1.476
"[1, 2, 3, 4, 6, 0, 7, 8, 5, 9, 11, 12, 13, 10, 14, 15]",h2      ,Solved ,             6,             7,              16,           1.476
"[1, 2, 3, 4, 6, 0, 7, 8, 5, 9, 11, 12, 13, 10, 14, 15]",h3      ,Solved ,             6,             7,              16,           1.476
"[1, 2, 3, 4, 6, 0, 7, 8, 5, 9, 11, 12, 13, 10, 14, 15]",h4      ,Solved ,             6,             7,              16,           1.476
"[1, 2, 3, 4, 6, 0, 7, 8, 5, 9, 11, 12, 13, 10, 14, 15]",h5      ,Solved ,             6,             7,              16,           1.476
"[1, 2, 3, 4, 5, 0, 7, 8, 9, 6, 11, 12, 13, 10, 14, 15]",h1      ,Solved ,             4,             5,              12,            1.71
"[1, 2, 3, 4, 5, 0, 7, 8, 9, 6, 11, 12, 13, 10, 14, 15]",h2      ,Solved ,             4,             5,              12,            1.71
"[1, 2, 3, 4, 5, 0, 7, 8, 9, 6, 11, 12, 13, 10, 14, 15]",h3      ,Solved ,             4,             5,              12,            1.71
"[1, 2, 3, 4, 5, 0, 7, 8, 9, 6, 11, 12, 13, 10, 14, 15]",h4      ,Solved ,             4,             5,              12,            1.71
"[1, 2, 3, 4, 5, 0, 7, 8, 9, 6, 11, 12, 13, 10, 14, 15]",h5      ,Solved ,             4,             5,              12,            1.71
"[1, 2, 3, 4, 5, 6, 7, 0, 9, 10, 12, 8, 13, 14, 11, 15]",h1      ,Solved ,             4,             5,              11,            1.71
"[1, 2, 3, 4, 5, 6, 7, 0, 9, 10, 12, 8, 13, 14, 11, 15]",h2      ,Solved ,             4,             5,              11,            1.71
"[1, 2, 3, 4, 5, 6, 7, 0, 9, 10, 12, 8, 13, 14, 11, 15]",h3      ,Solved ,             4,             5,              11,            1.71
"[1, 2, 3, 4, 5, 6, 7, 0, 9, 10, 12, 8, 13, 14, 11, 15]",h4      ,Solved ,             4,             5,              11,            1.71
"[1, 2, 3, 4, 5, 6, 7, 0, 9, 10, 12, 8, 13, 14, 11, 15]",h5      ,Solved ,             4,             5,              11,            1.71
"[0, 2, 3, 4, 1, 6, 7, 8, 5, 10, 11, 12, 9, 13, 14, 15]",h1      ,Solved ,             6,             7,              12,           1.476
"[0, 2, 3, 4, 1, 6, 7, 8, 5, 10, 11, 12, 9, 13, 14, 15]",h2      ,Solved ,             6,             7,              12,           1.476
"[0, 2, 3, 4, 1, 6, 7, 8, 5, 10, 11, 12, 9, 13, 14, 15]",h3      ,Solved ,             6,             7,              12,           1.476
"[0, 2, 3, 4, 1, 6, 7, 8, 5, 10, 11, 12, 9, 13, 14, 15]",h4      ,Solved ,             6,             7,              12,           1.476
"[0, 2, 3, 4, 1, 6, 7, 8, 5, 10, 11, 12, 9, 13, 14, 15]",h5      ,Solved ,             6,             7,              12,           1.476
"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 12, 15, 13, 14, 11, 0]",h1      ,Solved ,             4,             6,              12,           1.817
"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 12, 15, 13, 14, 11, 0]",h2      ,Solved ,             4,             5,              10,            1.71
"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 12, 15, 13, 14, 11, 0]",h3      ,Solved ,             4,             5,              10,            1.71
"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 12, 15, 13, 14, 11, 0]",h4      ,Solved ,             4,             5,              10,            1.71
"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 12, 15, 13, 14, 11, 0]",h5      ,Solved ,             4,             5,              10,            1.71
"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 0, 14, 15]",h1      ,Solved ,             2,             3,               6,             3.0
"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 0, 14, 15]",h2      ,Solved ,             2,             3,               6,             3.0
"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 0, 14, 15]",h3      ,Solved ,             2,             3,               6,             3.0
"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 0, 14, 15]",h4      ,Solved ,             2,             3,               6,             3.0
"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 0, 14, 15]",h5      ,Solved ,             2,             3,               6,             3.0
"[1, 2, 3, 4, 5, 0, 7, 8, 10, 6, 11, 12, 9, 13, 14, 15]",h1      ,Solved ,             6,             7,              15,           1.476
"[1, 2, 3, 4, 5, 0, 7, 8, 10, 6, 11, 12, 9, 13, 14, 15]",h2      ,Solved ,             6,             7,              15,           1.476
"[1, 2, 3, 4, 5, 0, 7, 8, 10, 6, 11, 12, 9, 13, 14, 15]",h3      ,Solved ,             6,             7,              15,           1.476
"[1, 2, 3, 4, 5, 0, 7, 8, 10, 6, 11, 12, 9, 13, 14, 15]",h4      ,Solved ,             6,             7,              15,           1.476
"[1, 2, 3, 4, 5, 0, 7, 8, 10, 6, 11, 12, 9, 13, 14, 15]",h5      ,Solved ,             6,             7,              15,           1.476
"[1, 2, 3, 4, 5, 6, 7, 8, 0, 9, 11, 12, 13, 10, 14, 15]",h1      ,Solved ,             4,             5,              11,            1.71
"[1, 2, 3, 4, 5, 6, 7, 8, 0, 9, 11, 12, 13, 10, 14, 15]",h2      ,Solved ,             4,             5,              11,            1.71
"[1, 2, 3, 4, 5, 6, 7, 8, 0, 9, 11, 12, 13, 10, 14, 15]",h3      ,Solved ,             4,             5,              11,            1.71
"[1, 2, 3, 4, 5, 6, 7, 8, 0, 9, 11, 12, 13, 10, 14, 15]",h4      ,Solved ,             4,             5,              11,            1.71
"[1, 2, 3, 4, 5, 6, 7, 8, 0, 9, 11, 12, 13, 10, 14, 15]",h5      ,Solved ,             4,             5,              11,            1.71
"[1, 2, 3, 4, 5, 6, 7, 8, 0, 14, 10, 11, 9, 13, 15, 12]",h1      ,Solved ,             6,             7,              15,           1.476
"[1, 2, 3, 4, 5, 6, 7, 8, 0, 14, 10, 11, 9, 13, 15, 12]",h2      ,Solved ,             6,             7,              15,           1.476
"[1, 2, 3, 4, 5, 6, 7, 8, 0, 14, 10, 11, 9, 13, 15, 12]",h3      ,Solved ,             6,             7,              15,           1.476
"[1, 2, 3, 4, 5, 6, 7, 8, 0, 14, 10, 11, 9, 13, 15, 12]",h4      ,Solved ,             6,             7,              15,           1.476
"[1, 2, 3, 4, 5, 6, 7, 8, 0, 14, 10, 11, 9, 13, 15, 12]",h5      ,Solved ,             6,             7,              15,           1.476
"[1, 2, 3, 4, 5, 0, 7, 8, 13, 6, 10, 11, 14, 9, 15, 12]",h1      ,Solved ,             8,            13,              29,           1.443
"[1, 2, 3, 4, 5, 0, 7, 8, 13, 6, 10, 11, 14, 9, 15, 12]",h2      ,Solved ,             8,            12,              27,           1.426
"[1, 2, 3, 4, 5, 0, 7, 8, 13, 6, 10, 11, 14, 9, 15, 12]",h3      ,Solved ,             8,            12,              27,           1.426
"[1, 2, 3, 4, 5, 0, 7, 8, 13, 6, 10, 11, 14, 9, 15, 12]",h4      ,Solved ,             8,            12,              27,           1.426
"[1, 2, 3, 4, 5, 0, 7, 8, 13, 6, 10, 11, 14, 9, 15, 12]",h5      ,Solved ,             8,             9,              21,           1.369
"[1, 2, 3, 4, 5, 6, 7, 8, 9, 14, 0, 12, 13, 11, 10, 15]",h1      ,Solved ,             6,            12,              28,           1.644
"[1, 2, 3, 4, 5, 6, 7, 8, 9, 14, 0, 12, 13, 11, 10, 15]",h2      ,Solved ,             6,             8,              18,           1.516
"[1, 2, 3, 4, 5, 6, 7, 8, 9, 14, 0, 12, 13, 11, 10, 15]",h3      ,Solved ,             6,             8,              18,           1.516
"[1, 2, 3, 4, 5, 6, 7, 8, 9, 14, 0, 12, 13, 11, 10, 15]",h4      ,Solved ,             6,             8,              18,           1.516
"[1, 2, 3, 4, 5, 6, 7, 8, 9, 14, 0, 12, 13, 11, 10, 15]",h5      ,Solved ,             6,             7,              17,           1.476
"[1, 2, 3, 4, 6, 0, 7, 8, 5, 9, 10, 12, 13, 14, 11, 15]",h1      ,Solved ,             6,             7,              17,           1.476
"[1, 2, 3, 4, 6, 0, 7, 8, 5, 9, 10, 12, 13, 14, 11, 15]",h2      ,Solved ,             6,             7,              17,           1.476
"[1, 2, 3, 4, 6, 0, 7, 8, 5, 9, 10, 12, 13, 14, 11, 15]",h3      ,Solved ,             6,             7,              17,           1.476
"[1, 2, 3, 4, 6, 0, 7, 8, 5, 9, 10, 12, 13, 14, 11, 15]",h4      ,Solved ,             6,             7,              17,           1.476
"[1, 2, 3, 4, 6, 0, 7, 8, 5, 9, 10, 12, 13, 14, 11, 15]",h5      ,Solved ,             6,             7,              17,           1.476
"[1, 2, 7, 3, 5, 6, 4, 8, 9, 10, 11, 12, 13, 14, 15, 0]",h1      ,Solved ,             8,            20,              40,           1.534
"[1, 2, 7, 3, 5, 6, 4, 8, 9, 10, 11, 12, 13, 14, 15, 0]",h2      ,Solved ,             8,            13,              27,           1.443
"[1, 2, 7, 3, 5, 6, 4, 8, 9, 10, 11, 12, 13, 14, 15, 0]",h3      ,Solved ,             8,            13,              27,           1.443
"[1, 2, 7, 3, 5, 6, 4, 8, 9, 10, 11, 12, 13, 14, 15, 0]",h4      ,Solved ,             8,            13,              27,           1.443
"[1, 2, 7, 3, 5, 6, 4, 8, 9, 10, 11, 12, 13, 14, 15, 0]",h5      ,Solved ,             8,            10,              19,           1.389
"[1, 2, 3, 4, 5, 6, 7, 8, 10, 11, 14, 12, 9, 0, 13, 15]",h1      ,Solved ,             8,            17,              34,           1.499
"[1, 2, 3, 4, 5, 6, 7, 8, 10, 11, 14, 12, 9, 0, 13, 15]",h2      ,Solved ,             8,            10,              20,           1.389
"[1, 2, 3, 4, 5, 6, 7, 8, 10, 11, 14, 12, 9, 0, 13, 15]",h3      ,Solved ,             8,            10,              20,           1.389
"[1, 2, 3, 4, 5, 6, 7, 8, 10, 11, 14, 12, 9, 0, 13, 15]",h4      ,Solved ,             8,            10,              20,           1.389
"[1, 2, 3, 4, 5, 6, 7, 8, 10, 11, 14, 12, 9, 0, 13, 15]",h5      ,Solved ,             8,             9,              19,           1.369
"[1, 2, 3, 4, 5, 7, 8, 0, 9, 6, 11, 12, 13, 10, 14, 15]",h1      ,Solved ,             6,             7,              17,           1.476
"[1, 2, 3, 4, 5, 7, 8, 0, 9, 6, 11, 12, 13, 10, 14, 15]",h2      ,Solved ,             6,             7,              17,           1.476
"[1, 2, 3, 4, 5, 7, 8, 0, 9, 6, 11, 12, 13, 10, 14, 15]",h3      ,Solved ,             6,             7,              17,           1.476
"[1, 2, 3, 4, 5, 7, 8, 0, 9, 6, 11, 12, 13, 10, 14, 15]",h4      ,Solved ,             6,             7,              17,           1.476
"[1, 2, 3, 4, 5, 7, 8, 0, 9, 6, 11, 12, 13, 10, 14, 15]",h5      ,Solved ,             6,             7,              17,           1.476
"[1, 2, 3, 4, 5, 0, 7, 8, 9, 6, 11, 12, 13, 10, 14, 15]",h1      ,Solved ,             4,             5,              12,            1.71
"[1, 2, 3, 4, 5, 0, 7, 8, 9, 6, 11, 12, 13, 10, 14, 15]",h2      ,Solved ,             4,             5,              12,            1.71
"[1, 2, 3, 4, 5, 0, 7, 8, 9, 6, 11, 12, 13, 10, 14, 15]",h3      ,Solved ,             4,             5,              12,            1.71
"[1, 2, 3, 4, 5, 0, 7, 8, 9, 6, 11, 12, 13, 10, 14, 15]",h4      ,Solved ,             4,             5,              12,            1.71
"[1, 2, 3, 4, 5, 0, 7, 8, 9, 6, 11, 12, 13, 10, 14, 15]",h5      ,Solved ,             4,             5,              12,            1.71
"[1, 2, 3, 4, 5, 6, 7, 8, 9, 11, 0, 12, 13, 10, 14, 15]",h1      ,Solved ,             4,             5,              12,            1.71
"[1, 2, 3, 4, 5, 6, 7, 8, 9, 11, 0, 12, 13, 10, 14, 15]",h2      ,Solved ,             4,             5,              12,            1.71
"[1, 2, 3, 4, 5, 6, 7, 8, 9, 11, 0, 12, 13, 10, 14, 15]",h3      ,Solved ,             4,             5,              12,            1.71
"[1, 2, 3, 4, 5, 6, 7, 8, 9, 11, 0, 12, 13, 10, 14, 15]",h4      ,Solved ,             4,             5,              12,            1.71
"[1, 2, 3, 4, 5, 6, 7, 8, 9, 11, 0, 12, 13, 10, 14, 15]",h5      ,Solved ,             4,             5,              12,            1.71
"[1, 2, 0, 3, 5, 6, 8, 4, 9, 10, 7, 11, 13, 14, 15, 12]",h1      ,Solved ,             6,             7,              15,           1.476
"[1, 2, 0, 3, 5, 6, 8, 4, 9, 10, 7, 11, 13, 14, 15, 12]",h2      ,Solved ,             6,             7,              15,           1.476
"[1, 2, 0, 3, 5, 6, 8, 4, 9, 10, 7, 11, 13, 14, 15, 12]",h3      ,Solved ,             6,             7,              15,           1.476
"[1, 2, 0, 3, 5, 6, 8, 4, 9, 10, 7, 11, 13, 14, 15, 12]",h4      ,Solved ,             6,             7,              15,           1.476
"[1, 2, 0, 3, 5, 6, 8, 4, 9, 10, 7, 11, 13, 14, 15, 12]",h5      ,Solved ,             6,             7,              15,           1.476
"[1, 2, 3, 4, 5, 6, 7, 0, 9, 10, 11, 8, 13, 14, 15, 12]",h1      ,Solved ,             2,             3,               6,             3.0
"[1, 2, 3, 4, 5, 6, 7, 0, 9, 10, 11, 8, 13, 14, 15, 12]",h2      ,Solved ,             2,             3,               6,             3.0
"[1, 2, 3, 4, 5, 6, 7, 0, 9, 10, 11, 8, 13, 14, 15, 12]",h3      ,Solved ,             2,             3,               6,             3.0
"[1, 2, 3, 4, 5, 6, 7, 0, 9, 10, 11, 8, 13, 14, 15, 12]",h4      ,Solved ,             2,             3,               6,             3.0
"[1, 2, 3, 4, 5, 6, 7, 0, 9, 10, 11, 8, 13, 14, 15, 12]",h5      ,Solved ,             2,             3,               6,             3.0
"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 0, 14, 15]",h1      ,Solved ,             2,             3,               6,             3.0
"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 0, 14, 15]",h2      ,Solved ,             2,             3,               6,             3.0
"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 0, 14, 15]",h3      ,Solved ,             2,             3,               6,             3.0
"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 0, 14, 15]",h4      ,Solved ,             2,             3,               6,             3.0
"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 0, 14, 15]",h5      ,Solved ,             2,             3,               6,             3.0
"[1, 2, 3, 4, 5, 6, 7, 0, 9, 10, 11, 8, 13, 14, 15, 12]",h1      ,Solved ,             2,             3,               6,             3.0
"[1, 2, 3, 4, 5, 6, 7, 0, 9, 10, 11, 8, 13, 14, 15, 12]",h2      ,Solved ,             2,             3,               6,             3.0
"[1, 2, 3, 4, 5, 6, 7, 0, 9, 10, 11, 8, 13, 14, 15, 12]",h3      ,Solved ,             2,             3,               6,             3.0
"[1, 2, 3, 4, 5, 6, 7, 0, 9, 10, 11, 8, 13, 14, 15, 12]",h4      ,Solved ,             2,             3,               6,             3.0
"[1, 2, 3, 4, 5, 6, 7, 0, 9, 10, 11, 8, 13, 14, 15, 12]",h5      ,Solved ,             2,             3,               6,             3.0
"[5, 1, 0, 4, 2, 6, 3, 7, 9, 10, 11, 8, 13, 14, 15, 12]",h1      ,Solved ,            10,            29,              58,           1.454
"[5, 1, 0, 4, 2, 6, 3, 7, 9, 10, 11, 8, 13, 14, 15, 12]",h2      ,Solved ,            10,            20,              42,           1.395
"[5, 1, 0, 4, 2, 6, 3, 7, 9, 10, 11, 8, 13, 14, 15, 12]",h3      ,Solved ,            10,            20,              42,           1.395
"[5, 1, 0, 4, 2, 6, 3, 7, 9, 10, 11, 8, 13, 14, 15, 12]",h4      ,Solved ,            10,            20,              42,           1.395
"[5, 1, 0, 4, 2, 6, 3, 7, 9, 10, 11, 8, 13, 14, 15, 12]",h5      ,Solved ,            10,            19,              41,           1.387
"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 0, 12, 13, 14, 11, 15]",h1      ,Solved ,             2,             3,               7,             3.0
"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 0, 12, 13, 14, 11, 15]",h2      ,Solved ,             2,             3,               7,             3.0
"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 0, 12, 13, 14, 11, 15]",h3      ,Solved ,             2,             3,               7,             3.0
"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 0, 12, 13, 14, 11, 15]",h4      ,Solved ,             2,             3,               7,             3.0
"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 0, 12, 13, 14, 11, 15]",h5      ,Solved ,             2,             3,               7,             3.0
"[1, 2, 3, 4, 5, 6, 7, 8, 9, 14, 10, 12, 13, 0, 11, 15]",h1      ,Solved ,             4,             5,              12,            1.71
"[1, 2, 3, 4, 5, 6, 7, 8, 9, 14, 10, 12, 13, 0, 11, 15]",h2      ,Solved ,             4,             5,              12,            1.71
"[1, 2, 3, 4, 5, 6, 7, 8, 9, 14, 10, 12, 13, 0, 11, 15]",h3      ,Solved ,             4,             5,              12,            1.71
"[1, 2, 3, 4, 5, 6, 7, 8, 9, 14, 10, 12, 13, 0, 11, 15]",h4      ,Solved ,             4,             5,              12,            1.71
"[1, 2, 3, 4, 5, 6, 7, 8, 9, 14, 10, 12, 13, 0, 11, 15]",h5      ,Solved ,             4,             5,              12,            1.71
"[1, 2, 3, 4, 5, 6, 7, 8, 10, 11, 0, 12, 9, 13, 14, 15]",h1      ,Solved ,             6,             7,              15,           1.476
"[1, 2, 3, 4, 5, 6, 7, 8, 10, 11, 0, 12, 9, 13, 14, 15]",h2      ,Solved ,             6,             7,              15,           1.476
